order_id,chemical_ordered,supplier,quantity_ordered,cost_usd,order_date
11243,Catalyst C,Supplier X,2.7 kg,401.66,"Apr 13, 2024"
11244,Buffer E,Supplier B,3.26 kg,4192.34,"Apr 13, 2024"
11245,Buffer E,Supplier A,4465.19,4765.11,
11246,Reactant D,Supplier X,3695.97,1523.87,
11247,Solvent B,Supplier X,4809.41,2700.2,13/04/2024
11248,Reactant D,Supplier Z,3828.65,1523.49,"Apr 13, 2024"
11249,Solvent A,Supplier Y,1560.56,1925.42,13/04/2024
11250,Buffer E,Supplier B,2783.17,2408.96,"Apr 13, 2024"
11251,Solvent B,Supplier Z,2343.9,3964.47,"Apr 13, 2024"
11252,Buffer E,Supplier B,2873.25,777.64,
11253,Buffer E,Supplier Y,2.9 kg,827.42,
11254,Reactant D,Supplier Y,,1049.22,13/04/2024
11255,Solvent B,Supplier Y,506.91,313.1,
11256,Solvent B,Supplier A,3759.05,3235.15,13/04/2024
11257,Buffer E,Supplier B,804.34,989.83,
11258,Solvent B,Supplier B,228.42,2215.81,
11259,Solvent B,Supplier Z,2.64 kg,3443.67,2024-04-14 02:00:00
11260,Reactant D,Supplier X,2.95 kg,2272.29,2024-04-14 03:00:00
11261,Catalyst C,Supplier Y,0.27 kg,4534.78,"Apr 14, 2024"
11262,Solvent A,Supplier Y,2625.32,3857.38,14/04/2024
11263,Catalyst C,Supplier Z,2719.39,1401.46,"Apr 14, 2024"
11264,Solvent B,Supplier B,357.23,695.53,14/04/2024
11265,Buffer E,Supplier A,3.59 kg,4477.47,14/04/2024
11266,Solvent A,Supplier B,1130.42,2014.69,14/04/2024
11267,Solvent A,Supplier A,3992.85,1943.43,"Apr 14, 2024"
11268,Buffer E,Supplier A,1623.03,4059.52,2024-04-14 11:00:00
11269,Solvent A,Supplier B,2.44 kg,96.31,14/04/2024
11270,Buffer E,Supplier Y,4470.07,2283.01,"Apr 14, 2024"
11271,Solvent A,Supplier A,4050.28,-50,
11272,Catalyst C,Supplier Z,3.93 kg,4251.0,
11273,Solvent A,Supplier Z,886.13,4431.78,2024-04-14 16:00:00
11274,Reactant D,Supplier A,335.9,2355.12,14/04/2024
11275,Buffer E,Supplier Y,3068.22,4246.15,14/04/2024
11276,Solvent A,Supplier A,2112.39,227.02,"Apr 14, 2024"
11277,Buffer E,Supplier Z,4554.48,1561.86,2024-04-14 20:00:00
11278,Reactant D,Supplier Z,1.81 kg,101.97,
11279,Solvent A,Supplier B,2111.69,869.35,2024-04-14 22:00:00
11280,Solvent A,Supplier Y,2677.4,3637.42,"Apr 14, 2024"
11281,Reactant D,Supplier B,4002.36,71.9,2024-04-15 00:00:00
11282,Reactant D,Supplier X,1414.67,2639.12,"Apr 15, 2024"
11283,Reactant D,Supplier A,4714.92,2099.23,2024-04-15 02:00:00
11284,Buffer E,Supplier B,2745.61,658.21,2024-04-15 03:00:00
11285,Reactant D,Supplier Y,4220.79,3443.89,
11286,Buffer E,Supplier A,2675.53,3480.96,15/04/2024
11287,Catalyst C,Supplier A,3882.77,3645.43,15/04/2024
11288,Solvent A,Supplier A,351.96,3838.27,"Apr 15, 2024"
11289,Solvent A,Supplier A,4016.14,1609.21,15/04/2024
11290,Solvent B,Supplier A,2667.4,4970.94,15/04/2024
11291,Catalyst C,Supplier Y,2302.14,411.12,15/04/2024
11292,Reactant D,Supplier X,646.89,3256.09,
11293,Reactant D,Supplier Z,3733.66,4855.34,15/04/2024
11294,Catalyst C,Supplier X,,1160.34,2024-04-15 13:00:00
11295,Reactant D,Supplier Z,1042.36,1426.72,"Apr 15, 2024"
11296,Solvent B,Supplier B,719.47,2901.09,"Apr 15, 2024"
11297,Buffer E,Supplier A,132.22,3917.23,2024-04-15 16:00:00
11298,Solvent A,Supplier B,3343.38,1678.29,15/04/2024
11299,Catalyst C,Supplier B,1427.14,4192.04,2024-04-15 18:00:00
11300,Solvent A,Supplier Z,832.41,1243.17,15/04/2024
11301,Buffer E,Supplier Y,1.67 kg,4378.12,"Apr 15, 2024"
11302,Catalyst C,Supplier A,2.55 kg,1302.12,2024-04-15 21:00:00
11303,Buffer E,Supplier B,2566.72,3106.3,15/04/2024
11304,Reactant D,Supplier X,1899.26,1821.07,15/04/2024
11305,Reactant D,Supplier A,2525.17,1643.04,16/04/2024
11306,Reactant D,Supplier Y,2193.97,1802.28,
11307,Buffer E,Supplier A,4131.06,2521.05,
11308,Buffer E,Supplier B,245.11,4232.99,2024-04-16 03:00:00
11309,Buffer E,Supplier X,4353.35,3808.63,2024-04-16 04:00:00
11310,Solvent A,Supplier B,1295.18,2274.24,"Apr 16, 2024"
11311,Buffer E,Supplier Y,3636.73,1446.69,2024-04-16 06:00:00
11312,Reactant D,Supplier Z,2084.69,4278.79,16/04/2024
11313,Solvent B,Supplier X,1542.23,4357.42,
11314,Buffer E,Supplier Y,3115.2,2295.7,2024-04-16 09:00:00
11315,Solvent B,Supplier Y,3867.53,3494.44,
11316,Reactant D,Supplier B,2304.69,1877.85,2024-04-16 11:00:00
11317,Buffer E,Supplier B,2.39 kg,788.03,
11318,Solvent A,Supplier B,388.4,1641.34,16/04/2024
11319,Solvent A,Supplier Z,4.63 kg,3426.32,2024-04-16 14:00:00
11320,Solvent B,Supplier A,4249.79,3858.58,16/04/2024
11321,Solvent A,Supplier A,2050.16,4265.69,
11322,Solvent A,Supplier B,3848.26,137.68,"Apr 16, 2024"
11323,Solvent A,Supplier B,1635.07,2457.71,2024-04-16 18:00:00
11324,Reactant D,Supplier Z,3679.07,1405.91,
11325,Solvent A,Supplier A,2631.79,3435.6,2024-04-16 20:00:00
11326,Catalyst C,Supplier Z,2357.76,1264.39,
11327,Buffer E,Supplier Y,376.96,2853.09,16/04/2024
11328,Solvent A,Supplier A,4830.57,3574.22,
11329,Solvent A,Supplier B,4.2 kg,3861.82,2024-04-17 00:00:00
11330,Solvent A,Supplier X,3987.6,1383.87,"Apr 17, 2024"
11331,Catalyst C,Supplier Y,1594.09,484.77,
11332,Solvent A,Supplier X,1518.99,1132.63,"Apr 17, 2024"
11333,Solvent A,Supplier Z,2908.65,3015.7,
11334,Buffer E,Supplier Z,4246.49,250.22,17/04/2024
11335,Catalyst C,Supplier Z,4679.68,836.37,"Apr 17, 2024"
11336,Catalyst C,Supplier B,1417.75,4977.6,
11337,Solvent A,Supplier Z,3076.33,1942.54,"Apr 17, 2024"
11338,Catalyst C,Supplier X,3647.12,2507.81,"Apr 17, 2024"
11339,Solvent B,Supplier Y,1209.32,104.49,"Apr 17, 2024"
11340,Catalyst C,Supplier B,,2979.94,17/04/2024
11341,Catalyst C,Supplier Y,1018.62,1660.23,"Apr 17, 2024"
11342,Catalyst C,Supplier Z,3524.63,2674.46,"Apr 17, 2024"
11343,Reactant D,Supplier A,4332.55,2654.29,"Apr 17, 2024"
11344,Reactant D,Supplier B,4399.92,4838.91,
11345,Reactant D,Supplier Z,3383.44,1377.87,2024-04-17 16:00:00
11346,Catalyst C,Supplier B,1801.05,2873.64,17/04/2024
11347,Solvent B,Supplier A,3339.1,1938.69,
11348,Catalyst C,Supplier X,4334.91,2138.9,2024-04-17 19:00:00
11349,Solvent A,Supplier X,3166.69,325.02,"Apr 17, 2024"
11350,Solvent B,Supplier X,2123.17,3457.84,
11351,Reactant D,Supplier A,4.61 kg,1016.66,
11352,Buffer E,Supplier Y,4192.56,2369.02,17/04/2024
11353,Solvent B,Supplier A,4423.93,2199.63,18/04/2024
11354,Reactant D,Supplier A,4525.64,2367.3,2024-04-18 01:00:00
11355,Solvent B,Supplier Z,2029.68,1908.95,
11356,Solvent B,Supplier X,4312.23,1249.81,"Apr 18, 2024"
11357,Catalyst C,Supplier B,2894.71,2271.13,2024-04-18 04:00:00
11358,Solvent A,Supplier Y,286.98,278.79,
11359,Buffer E,Supplier B,3215.6,1249.5,"Apr 18, 2024"
11360,Reactant D,Supplier Z,2406.03,3935.0,18/04/2024
11361,Solvent B,Supplier Z,1448.26,4221.96,18/04/2024
11362,Buffer E,Supplier Y,4.85 kg,3590.78,2024-04-18 09:00:00
11363,Solvent B,Supplier B,369.85,3181.19,18/04/2024
11364,Solvent A,Supplier Y,4734.8,4065.77,18/04/2024
11365,Buffer E,Supplier Y,880.41,682.76,"Apr 18, 2024"
11366,Reactant D,Supplier X,1947.24,2650.01,"Apr 18, 2024"
11367,Solvent B,Supplier B,2144.45,625.76,"Apr 18, 2024"
11368,Solvent A,Supplier X,3682.0,3900.44,
11369,Buffer E,Supplier X,1156.49,2626.75,2024-04-18 16:00:00
11370,Solvent B,Supplier X,4931.9,4059.62,"Apr 18, 2024"
11371,Solvent B,Supplier A,3770.16,4005.36,18/04/2024
11372,Reactant D,Supplier Z,3970.77,2357.75,18/04/2024
11373,Solvent A,Supplier Z,621.5,2509.53,"Apr 18, 2024"
11374,Catalyst C,Supplier A,2433.93,,18/04/2024
11375,Solvent B,Supplier Y,4733.49,2641.39,18/04/2024
11376,Buffer E,Supplier B,1423.32,3403.45,
11377,Reactant D,Supplier B,812.38,1206.6,19/04/2024
11378,Reactant D,Supplier B,2478.43,4933.31,19/04/2024
11379,Solvent B,Supplier X,4658.93,4875.4,19/04/2024
11380,Solvent B,Supplier B,2485.27,1450.01,"Apr 19, 2024"
11381,Solvent B,Supplier B,2083.69,3579.22,
11382,Catalyst C,Supplier B,3.29 kg,198.51,
11383,Solvent B,Supplier Z,4690.73,3345.48,"Apr 19, 2024"
11384,Solvent A,Supplier A,340.38,3138.88,19/04/2024
11385,Buffer E,Supplier Y,851.64,4119.69,"Apr 19, 2024"
11386,Solvent B,Supplier A,750.5,1556.61,
11387,Catalyst C,Supplier B,518.13,4396.15,"Apr 19, 2024"
11388,Buffer E,Supplier Y,1580.32,4296.98,"Apr 19, 2024"
11389,Reactant D,Supplier Y,1223.61,3364.53,19/04/2024
11390,Solvent B,Supplier A,2788.59,2388.06,"Apr 19, 2024"
11391,Buffer E,Supplier A,1703.72,3111.09,"Apr 19, 2024"
11392,Reactant D,Supplier A,2085.52,3663.3,"Apr 19, 2024"
11393,Catalyst C,Supplier A,4715.14,4877.49,"Apr 19, 2024"
11394,Solvent A,Supplier X,862.71,652.55,
11395,Solvent B,Supplier Z,2003.44,1599.71,"Apr 19, 2024"
11396,Solvent A,Supplier Z,1359.7,3914.55,
11397,Catalyst C,Supplier B,2790.91,2075.44,
11398,Buffer E,Supplier X,3708.05,3378.78,
11399,Buffer E,Supplier Y,4103.24,708.93,2024-04-19 22:00:00
11400,Catalyst C,Supplier A,2624.95,3560.35,
11401,Catalyst C,Supplier B,4289.09,3386.62,2024-04-20 00:00:00
11402,Solvent B,Supplier Y,3946.87,2949.81,
11403,Reactant D,Supplier Z,0.87 kg,3837.93,"Apr 20, 2024"
11404,Solvent A,Supplier Y,1302.6,4406.56,20/04/2024
11405,Solvent A,Supplier A,3391.43,4155.05,
11406,Buffer E,Supplier A,4876.49,681.49,"Apr 20, 2024"
11407,Buffer E,Supplier Z,1943.04,3734.75,2024-04-20 06:00:00
11408,Solvent B,Supplier A,1226.06,2276.33,20/04/2024
11409,Catalyst C,Supplier X,4358.73,1702.72,20/04/2024
11410,Solvent A,Supplier B,1078.1,4404.27,"Apr 20, 2024"
11411,Solvent B,Supplier Z,3517.3,2820.09,"Apr 20, 2024"
11412,Buffer E,Supplier Z,267.82,2531.11,"Apr 20, 2024"
11413,Buffer E,Supplier Y,0.19 kg,,2024-04-20 12:00:00
11414,Solvent A,Supplier Z,2312.68,2788.88,"Apr 20, 2024"
11415,Buffer E,Supplier B,3317.05,4297.14,
11416,Buffer E,Supplier X,797.93,559.36,
11417,Reactant D,Supplier Y,3843.02,3891.86,"Apr 20, 2024"
11418,Catalyst C,Supplier B,,860.98,20/04/2024
11419,Buffer E,Supplier Z,2715.17,1164.9,20/04/2024
11420,Reactant D,Supplier A,1610.67,938.29,
11421,Solvent B,Supplier A,3.79 kg,1230.19,"Apr 20, 2024"
11422,Buffer E,Supplier B,4040.17,3672.56,2024-04-20 21:00:00
11423,Solvent B,Supplier X,423.85,3293.89,2024-04-20 22:00:00
11424,Buffer E,Supplier A,1043.76,1187.42,20/04/2024
11425,Solvent A,Supplier B,4473.96,1387.37,21/04/2024
11426,Reactant D,Supplier Y,2.14 kg,541.51,"Apr 21, 2024"
11427,Reactant D,Supplier Z,2436.01,2101.46,
11428,Solvent A,Supplier X,923.32,1924.0,
11429,Catalyst C,Supplier X,4974.98,771.79,2024-04-21 04:00:00
11430,Reactant D,Supplier Y,4622.93,4181.39,
11431,Solvent B,Supplier X,109.92,4270.35,
11432,Reactant D,Supplier B,2798.6,589.78,21/04/2024
11433,Catalyst C,Supplier X,4374.11,1368.51,"Apr 21, 2024"
11434,Solvent B,Supplier X,2209.61,3693.64,
11435,Solvent B,Supplier X,2240.39,4356.34,2024-04-21 10:00:00
11436,Solvent A,Supplier B,1.96 kg,404.78,2024-04-21 11:00:00
11437,Buffer E,Supplier Z,241.26,4516.73,2024-04-21 12:00:00
11438,Solvent A,Supplier A,3972.39,355.1,"Apr 21, 2024"
11439,Buffer E,Supplier X,2338.25,3187.23,"Apr 21, 2024"
11440,Solvent A,Supplier Y,2702.22,159.27,"Apr 21, 2024"
11441,Buffer E,Supplier Y,1352.86,4644.91,
11442,Reactant D,Supplier B,3.94 kg,1800.77,"Apr 21, 2024"
11443,Solvent B,Supplier Z,3989.37,3261.58,2024-04-21 18:00:00
11444,Buffer E,Supplier X,2809.31,963.88,
11445,Reactant D,Supplier B,4532.68,1640.21,21/04/2024
11446,Catalyst C,Supplier A,667.83,3749.13,2024-04-21 21:00:00
11447,Solvent A,Supplier Z,3954.47,4866.33,"Apr 21, 2024"
11448,Catalyst C,Supplier Z,2837.06,4960.66,
11449,Reactant D,Supplier B,1231.96,4057.91,22/04/2024
11450,Catalyst C,Supplier Y,748.29,4243.61,22/04/2024
11451,Catalyst C,Supplier Z,1574.93,4848.55,"Apr 22, 2024"
11452,Reactant D,Supplier Y,4295.95,249.57,22/04/2024
11453,Solvent B,Supplier Z,3.96 kg,892.24,2024-04-22 04:00:00
11454,Buffer E,Supplier Z,3261.15,310.76,
11455,Solvent A,Supplier Z,542.6,2530.75,22/04/2024
11456,Buffer E,Supplier A,4.78 kg,4794.52,"Apr 22, 2024"
11457,Solvent A,Supplier Y,1596.66,2933.06,"Apr 22, 2024"
11458,Buffer E,Supplier A,3074.3,2799.25,"Apr 22, 2024"
11459,Catalyst C,Supplier Y,4035.2,4142.1,2024-04-22 10:00:00
11460,Solvent B,Supplier A,750.99,4648.3,22/04/2024
11461,Catalyst C,Supplier A,3295.76,3507.85,2024-04-22 12:00:00
11462,Solvent B,Supplier A,258.25,4482.12,"Apr 22, 2024"
11463,Reactant D,Supplier B,598.77,917.32,"Apr 22, 2024"
11464,Solvent A,Supplier A,3643.4,2541.86,
11465,Solvent A,Supplier Z,859.9,1854.79,22/04/2024
11466,Reactant D,Supplier X,2273.18,1695.98,22/04/2024
11467,Buffer E,Supplier A,1316.83,1110.54,"Apr 22, 2024"
11468,Reactant D,Supplier X,2164.02,4475.28,
11469,Reactant D,Supplier X,478.38,2279.33,22/04/2024
11470,Solvent B,Supplier Z,3.8 kg,2674.76,
11471,Reactant D,Supplier X,0.49 kg,1417.74,"Apr 22, 2024"
11472,Solvent A,Supplier X,4205.78,4816.11,"Apr 22, 2024"
11473,Catalyst C,Supplier X,3346.78,3075.49,23/04/2024
11474,Solvent B,Supplier Y,2141.27,53.44,"Apr 23, 2024"
11475,Solvent B,Supplier A,4345.78,1376.07,"Apr 23, 2024"
11476,Buffer E,Supplier A,1.01 kg,4996.77,2024-04-23 03:00:00
11477,Catalyst C,Supplier X,1396.36,4875.14,23/04/2024
11478,Solvent B,Supplier Z,771.91,2745.85,2024-04-23 05:00:00
11479,Reactant D,Supplier Y,1969.69,2842.38,
11480,Solvent B,Supplier Z,4934.99,4512.86,
11481,Solvent B,Supplier Z,889.03,3557.4,
11482,Solvent B,Supplier X,4171.78,4664.47,
11483,Buffer E,Supplier B,3294.21,2421.71,2024-04-23 10:00:00
11484,Solvent B,Supplier X,177.49,4880.71,2024-04-23 11:00:00
11485,Solvent B,Supplier B,4729.96,2720.77,"Apr 23, 2024"
11486,Buffer E,Supplier Y,4858.35,3241.95,2024-04-23 13:00:00
11487,Catalyst C,Supplier B,4632.01,458.71,
11488,Solvent A,Supplier X,2558.52,3077.57,2024-04-23 15:00:00
11489,Buffer E,Supplier X,1179.84,3850.49,"Apr 23, 2024"
11490,Buffer E,Supplier Z,2017.2,2224.56,
11491,Solvent B,Supplier X,3109.54,2537.07,"Apr 23, 2024"
11492,Solvent B,Supplier X,1956.3,1996.97,"Apr 23, 2024"
11493,Solvent A,Supplier A,3570.04,4846.76,2024-04-23 20:00:00
11494,Solvent B,Supplier A,3998.32,2409.29,2024-04-23 21:00:00
11495,Reactant D,Supplier Z,1126.03,674.75,2024-04-23 22:00:00
11496,Solvent B,Supplier B,2084.22,192.92,2024-04-23 23:00:00
11497,Solvent B,Supplier B,4792.95,3873.72,24/04/2024
11498,Reactant D,Supplier A,1324.05,2760.98,2024-04-24 01:00:00
11499,Solvent A,Supplier Y,1.8 kg,,
11500,Reactant D,Supplier A,274.74,1943.49,24/04/2024
11501,Buffer E,Supplier Y,1728.59,4574.54,2024-04-24 04:00:00
11502,Reactant D,Supplier B,1917.56,4741.39,
11503,Catalyst C,Supplier A,589.19,315.12,"Apr 24, 2024"
11504,Buffer E,Supplier X,107.07,660.94,
11505,Solvent B,Supplier Y,,74.11,
11506,Buffer E,Supplier Y,1.58 kg,4349.93,24/04/2024
11507,Solvent A,Supplier Y,187.34,400.89,"Apr 24, 2024"
11508,Solvent A,Supplier B,4.31 kg,584.11,2024-04-24 11:00:00
11509,Reactant D,Supplier Z,2963.61,1176.73,24/04/2024
11510,Buffer E,Supplier X,938.72,4590.39,"Apr 24, 2024"
11511,Solvent B,Supplier A,4339.71,3456.76,
11512,Solvent A,Supplier Y,1342.57,3103.56,
11513,Solvent B,Supplier B,1214.48,3934.05,2024-04-24 16:00:00
11514,Catalyst C,Supplier Y,4483.71,3481.76,
11515,Solvent A,Supplier A,979.34,3742.34,"Apr 24, 2024"
11516,Reactant D,Supplier X,4407.03,414.6,2024-04-24 19:00:00
11517,Catalyst C,Supplier Y,4034.57,2969.34,
11518,Buffer E,Supplier B,1617.91,3778.38,2024-04-24 21:00:00
11519,Solvent B,Supplier B,0.27 kg,2850.01,2024-04-24 22:00:00
11520,Solvent A,Supplier Z,504.61,108.38,24/04/2024
11521,Catalyst C,Supplier B,0.64 kg,1095.04,"Apr 25, 2024"
11522,Catalyst C,Supplier Z,4464.91,4816.35,
11523,Solvent A,Supplier X,2.08 kg,3538.24,25/04/2024
11524,Buffer E,Supplier A,259.4,3458.1,"Apr 25, 2024"
11525,Buffer E,Supplier Z,2.83 kg,3318.25,25/04/2024
11526,Reactant D,Supplier Y,1119.16,682.65,"Apr 25, 2024"
11527,Buffer E,Supplier Y,1252.12,70.21,
11528,Reactant D,Supplier A,888.12,2231.23,25/04/2024
11529,Catalyst C,Supplier B,3833.91,2249.41,"Apr 25, 2024"
11530,Solvent A,Supplier Y,103.0,4068.44,25/04/2024
11531,Buffer E,Supplier Z,2251.02,948.76,25/04/2024
11532,Reactant D,Supplier A,525.67,1411.8,25/04/2024
11533,Catalyst C,Supplier Y,2806.64,437.3,25/04/2024
11534,Buffer E,Supplier B,1795.36,2029.38,"Apr 25, 2024"
11535,Solvent B,Supplier B,238.92,,25/04/2024
11536,Catalyst C,Supplier Y,2358.77,1351.33,2024-04-25 15:00:00
11537,Buffer E,Supplier A,2.9 kg,1307.56,2024-04-25 16:00:00
11538,Catalyst C,Supplier X,1313.5,1196.02,2024-04-25 17:00:00
11539,Solvent A,Supplier Y,3851.01,1632.98,25/04/2024
11540,Solvent A,Supplier B,1918.14,2706.62,"Apr 25, 2024"
11541,Solvent A,Supplier X,3771.8,2216.67,2024-04-25 20:00:00
11542,Solvent B,Supplier A,2.94 kg,364.06,"Apr 25, 2024"
11543,Solvent A,Supplier B,4359.34,2158.01,"Apr 25, 2024"
11544,Solvent B,Supplier A,2779.93,4239.08,25/04/2024
11545,Solvent A,Supplier Y,1.01 kg,548.49,26/04/2024
11546,Catalyst C,Supplier A,4130.7,4724.59,26/04/2024
11547,Buffer E,Supplier B,3936.87,1577.52,"Apr 26, 2024"
11548,Buffer E,Supplier Y,4864.54,121.95,26/04/2024
11549,Solvent A,Supplier B,558.55,1303.12,
11550,Buffer E,Supplier B,2997.03,394.82,"Apr 26, 2024"
11551,Solvent A,Supplier X,2509.18,2853.59,26/04/2024
11552,Solvent A,Supplier Z,3387.27,1615.81,26/04/2024
11553,Reactant D,Supplier A,4902.88,4044.04,"Apr 26, 2024"
11554,Reactant D,Supplier A,2708.13,3676.49,2024-04-26 09:00:00
11555,Reactant D,Supplier X,3460.12,2369.55,26/04/2024
11556,Solvent B,Supplier A,1801.35,2824.98,
11557,Reactant D,Supplier X,1564.96,3063.41,2024-04-26 12:00:00
11558,Solvent A,Supplier A,1742.95,1389.99,
11559,Catalyst C,Supplier A,289.18,739.91,2024-04-26 14:00:00
11560,Reactant D,Supplier B,1495.23,1913.77,
11561,Reactant D,Supplier X,947.44,519.54,26/04/2024
11562,Catalyst C,Supplier A,2341.4,1608.57,
11563,Solvent A,Supplier Z,2358.04,2785.38,2024-04-26 18:00:00
11564,Solvent B,Supplier X,3849.63,2723.56,
11565,Reactant D,Supplier X,2561.23,647.04,
11566,Catalyst C,Supplier X,2369.1,91.28,
11567,Solvent A,Supplier B,1.23 kg,490.27,26/04/2024
11568,Buffer E,Supplier X,4.28 kg,228.94,26/04/2024
11569,Solvent B,Supplier B,545.9,2032.32,
11570,Catalyst C,Supplier Z,4913.25,1979.26,2024-04-27 01:00:00
11571,Catalyst C,Supplier Y,2432.77,1246.0,2024-04-27 02:00:00
11572,Catalyst C,Supplier B,1011.34,1116.45,27/04/2024
11573,Reactant D,Supplier A,1836.21,2012.28,2024-04-27 04:00:00
11574,Buffer E,Supplier X,175.31,478.54,27/04/2024
11575,Solvent B,Supplier Y,915.96,1110.83,27/04/2024
11576,Solvent A,Supplier B,1743.17,2058.17,2024-04-27 07:00:00
11577,Solvent A,Supplier A,2816.63,519.41,
11578,Buffer E,Supplier Y,734.46,4212.03,"Apr 27, 2024"
11579,Catalyst C,Supplier Z,3412.22,3396.29,"Apr 27, 2024"
11580,Catalyst C,Supplier B,4236.95,1946.44,
11581,Catalyst C,Supplier B,2904.46,794.47,27/04/2024
11582,Catalyst C,Supplier Z,1554.82,1011.23,27/04/2024
11583,Catalyst C,Supplier B,694.82,644.44,2024-04-27 14:00:00
11584,Buffer E,Supplier X,176.12,842.41,"Apr 27, 2024"
11585,Reactant D,Supplier B,3.69 kg,2141.44,
11586,Solvent B,Supplier X,3179.55,1266.04,"Apr 27, 2024"
11587,Catalyst C,Supplier B,2433.79,4428.66,2024-04-27 18:00:00
11588,Reactant D,Supplier A,599.78,4806.6,
11589,Solvent A,Supplier A,1114.42,3472.26,2024-04-27 20:00:00
11590,Buffer E,Supplier Y,4094.34,4053.37,2024-04-27 21:00:00
11591,Reactant D,Supplier A,2451.27,1312.84,
11592,Catalyst C,Supplier Z,4817.88,3341.87,
11593,Catalyst C,Supplier Y,4999.86,337.09,
11594,Catalyst C,Supplier A,,4803.07,2024-04-28 01:00:00
11595,Reactant D,Supplier X,1365.1,3367.52,"Apr 28, 2024"
11596,Catalyst C,Supplier B,1232.46,1618.41,"Apr 28, 2024"
11597,Reactant D,Supplier A,1342.81,3876.56,"Apr 28, 2024"
11598,Catalyst C,Supplier X,4935.25,128.21,2024-04-28 05:00:00
11599,Solvent A,Supplier Y,1743.17,1912.37,
11600,Solvent A,Supplier B,,4483.51,"Apr 28, 2024"
11601,Solvent B,Supplier A,4799.19,1352.84,28/04/2024
11602,Catalyst C,Supplier Y,4116.02,3356.18,2024-04-28 09:00:00
11603,Catalyst C,Supplier A,3028.26,1832.51,
11604,Reactant D,Supplier Y,927.93,1992.2,
11605,Reactant D,Supplier A,957.2,3742.39,2024-04-28 12:00:00
11606,Catalyst C,Supplier X,2512.87,4555.52,"Apr 28, 2024"
11607,Solvent B,Supplier Z,4764.53,875.26,"Apr 28, 2024"
11608,Catalyst C,Supplier X,4532.02,1420.62,2024-04-28 15:00:00
11609,Reactant D,Supplier B,914.34,2464.54,28/04/2024
11610,Catalyst C,Supplier A,1.51 kg,3088.39,28/04/2024
11611,Reactant D,Supplier Z,2.99 kg,2365.55,28/04/2024
11612,Catalyst C,Supplier Z,2439.41,4037.37,2024-04-28 19:00:00
11613,Buffer E,Supplier B,684.88,3852.07,28/04/2024
11614,Reactant D,Supplier B,1909.61,2055.95,28/04/2024
11615,Solvent B,Supplier Z,4778.1,251.03,28/04/2024
11616,Buffer E,Supplier B,4762.07,1012.76,
11617,Catalyst C,Supplier B,2841.19,2460.42,2024-04-29 00:00:00
11618,Reactant D,Supplier A,3212.78,4641.19,2024-04-29 01:00:00
11619,Buffer E,Supplier X,1187.34,2859.47,29/04/2024
11620,Solvent B,Supplier Y,3735.57,2675.45,"Apr 29, 2024"
11621,Reactant D,Supplier Z,357.23,3633.65,"Apr 29, 2024"
11622,Buffer E,Supplier Y,1181.34,803.86,
11623,Buffer E,Supplier Z,0.13 kg,777.25,29/04/2024
11624,Buffer E,Supplier Z,1989.94,1759.71,
11625,Solvent A,Supplier X,4266.28,4974.52,29/04/2024
11626,Catalyst C,Supplier Z,4914.28,4385.91,29/04/2024
11627,Reactant D,Supplier Z,3372.0,3416.56,29/04/2024
11628,Reactant D,Supplier X,3749.85,1986.22,29/04/2024
11629,Reactant D,Supplier B,1387.47,2795.64,"Apr 29, 2024"
11630,Buffer E,Supplier Y,2.65 kg,1552.59,2024-04-29 13:00:00
11631,Catalyst C,Supplier Z,3709.23,3387.82,29/04/2024
11632,Solvent B,Supplier X,2536.65,2123.29,2024-04-29 15:00:00
11633,Reactant D,Supplier Z,533.88,645.07,
11634,Catalyst C,Supplier X,3730.23,1114.69,29/04/2024
11635,Catalyst C,Supplier Y,1175.87,3063.03,"Apr 29, 2024"
11636,Solvent A,Supplier A,578.72,3488.1,
11637,Reactant D,Supplier B,2442.48,525.31,"Apr 29, 2024"
11638,Buffer E,Supplier A,465.58,4051.29,"Apr 29, 2024"
11639,Catalyst C,Supplier X,3184.27,4130.52,"Apr 29, 2024"
11640,Catalyst C,Supplier Z,3238.32,3629.26,2024-04-29 23:00:00
11641,Solvent B,Supplier B,1357.84,3433.76,2024-04-30 00:00:00
11642,Solvent A,Supplier Y,4826.22,-50,"Apr 30, 2024"
11643,Catalyst C,Supplier B,4139.81,4602.13,2024-04-30 02:00:00
11644,Catalyst C,Supplier Z,636.98,1379.44,
11645,Buffer E,Supplier A,3767.71,953.4,2024-04-30 04:00:00
11646,Buffer E,Supplier X,1830.07,3210.74,30/04/2024
11647,Solvent B,Supplier A,3.78 kg,1852.32,
11648,Solvent B,Supplier B,4023.89,4668.49,2024-04-30 07:00:00
11649,Solvent B,Supplier Z,841.75,2328.24,
11650,Buffer E,Supplier X,3343.03,860.41,30/04/2024
11651,Buffer E,Supplier Z,4327.38,4789.77,30/04/2024
11652,Solvent A,Supplier Z,1684.53,2601.4,2024-04-30 11:00:00
11653,Reactant D,Supplier B,493.61,2616.87,2024-04-30 12:00:00
11654,Reactant D,Supplier A,233.61,1959.72,"Apr 30, 2024"
11655,Solvent A,Supplier Z,639.0,4188.17,30/04/2024
11656,Reactant D,Supplier Z,120.61,1473.84,2024-04-30 15:00:00
11657,Buffer E,Supplier Z,1702.04,117.86,
11658,Reactant D,Supplier X,1.57 kg,2511.53,2024-04-30 17:00:00
